date,mean_temp_nationwide,min_temp_nationwide,max_temp_nationwide,mean_precipitation_mm_nationwide,min_precipitation_mm_nationwide,max_precipitation_mm_nationwide,mean_sun_hours_nationwide,min_sun_hours_nationwide,max_sun_hours_nationwide
2023-11-10,7.94,6.9,9,2.83,0,9.8,1.4,0.2,2.9
2023-11-13,8.53,5.9,11,11.18,3.5,21.4,0.9857142857142858,0,3.8
2023-11-14,10.76,10,11.4,9.61,1.3,31.2,0.4714285714285714,0,1.6
2023-11-15,8.98,7.7,10.8,1.5,0,3.7,1.8714285714285714,0.1,3.6
2023-11-16,6.89,5.8,7.7,7.97,0,37.4,1,0,3.3
2023-11-17,4.39,3.4,6.5,0.4,0,1.5,1.0999999999999999,0,4.8
2023-11-20,9.9,9.3,11,5.3,0.7,16.9,0.9142857142857143,0,3.8
2023-11-21,6.55,3.5,8.6,0.8200000000000001,0,4.2,0.21428571428571427,0,0.9
2023-11-22,2.04,-0.8,4.4,0.09,0,0.7,1.7,0,6.6
2023-11-23,6.54,3.3,9.7,3.96,0,7.3,0.9,0,5.8
2023-11-24,4.55,2.9,5.9,6.37,2.2,11.4,1.5285714285714285,0.1,2.6
2023-11-27,2.17,0.1,3.6,11.6,1.6,25.9,0.37142857142857144,0,2.6
2023-11-28,0,-1.7,1.5,1.72,0,6.7,0.35714285714285715,0,1.9
2023-11-29,-0.030000000000000023,-1.6,1.7,0.76,0,2.9,0.7857142857142857,0,3.8
2023-11-30,-0.45999999999999996,-3,2.6,2.27,0,17.9,1.1857142857142857,0,4.3
2023-12-01,-1.28,-5,0.8,4.95,0,37.1,0.7428571428571429,0,5
2023-12-02,-2.36,-4.4,-0.7,0.9099999999999999,0,6.8,0.7428571428571429,0,3.2
2023-12-04,-2.19,-6.7,1.5,2.88,0,9,0.18571428571428572,0,0.7
2023-12-05,1.52,-1.2,4.5,3.03,0.1,8.2,0.5714285714285714,0,3
2023-12-06,1.81,0,3.8,0.71,0,3.8,0.18571428571428572,0,1.2
2023-12-07,1.09,0.2,2,0.35,0,2.4,2.7285714285714286,0,8.1
2023-12-08,1.71,0.4,4.7,2.02,0,6.9,0.09999999999999999,0,0.7
2023-12-11,8.84,7.7,10.4,3.48,0,14.6,0.41428571428571426,0,1.4
2023-12-12,7.13,5.7,8.5,5.6,1.1,13.6,0.4285714285714286,0,1
2023-12-13,6.68,4.4,8.4,3.63,0,11.9,0.8142857142857143,0,2.3
2023-12-14,4.64,3.1,5.9,1.34,0,4.3,0,0,0
2023-12-15,4.9399999999999995,3.2,7.1,0.23,0,0.8,0.07142857142857142,0,0.5
2023-12-18,4.22,0.8,7.7,0.4,0,1.6,4.271428571428571,0,7.9
2023-12-19,5.2299999999999995,0.5,8.1,9.41,0.6,18.4,1.5999999999999999,0,8.1
2023-12-20,5.68,4.7,7.1,4.17,0.5,13.9,0.8571428571428572,0,2.6
2023-12-21,7.59,6.6,9,10.31,2.7,18.3,0,0,0
2023-12-22,5.67,2.5,8,6.66,2.2,14.2,0.24285714285714285,0,1.4
2023-12-27,5.65,3.6,7.5,0.42,0,1.9,1.9857142857142858,0,6.3
2023-12-28,8.97,6.2,10.5,0.58,0,4.3,1.5,0,4
2024-01-03,9.47,8.5,10.3,6.88,0.7,19.1,0.9571428571428571,0,3.8
2024-01-04,5.88,1.5,8.5,1.3499999999999999,0,4.6,0.3142857142857143,0,1.5
2024-01-05,4.43,-0.5,8.1,3.3299999999999996,0,12.7,0.4285714285714286,0,1.8
2024-01-06,2.34,-1.2,5.6,1.96,0,15.3,0.028571428571428574,0,0.2
2024-01-08,-3.71,-8,-1.8,0,0,0,3.071428571428571,0,4.6
2024-01-09,-5.57,-10.1,-3.8,0,0,0,6.785714285714286,4,8
2024-01-10,-4.67,-6.1,-3.6,0,0,0,4.757142857142857,0,7.8
2024-01-11,-3.75,-5.8,-1.2,0,0,0,3.757142857142857,0,7.9
2024-01-12,-1.3499999999999999,-5.3,1.3,0.08,0,0.4,0.9285714285714286,0,6.5
2024-01-15,0.21000000000000002,-1.6,1.5,1.82,0.1,6.7,0.2857142857142857,0,1.5
2024-01-16,-1.06,-3.3,-0.1,0.43,0,1.7,1.9714285714285713,0,4.5
2024-01-17,-0.7999999999999999,-2.3,2.8,6.33,0,17.3,0.3714285714285714,0,2.3
2024-01-18,-0.38,-2.8,5,1.6,0,3.6,3.6142857142857143,0,7
2024-01-19,-1.3299999999999998,-2.9,1,0.17,0,1.6,3.357142857142857,0.2,7.4
2024-01-22,7,4.4,9.7,2.52,0.1,5.9,0.5571428571428572,0,1.6
2024-01-23,6.6,5.3,8,3.96,0.4,12.6,1.7,0,3.6
2024-01-24,10.27,9.1,11.5,1.34,0,3.8,0.6142857142857142,0,1.4
2024-01-25,7.22,6.2,8.5,0.62,0,2.1,1.9714285714285715,0,3.7
2024-01-26,7.4,5.2,8.8,4.24,1.3,6.7,0.5428571428571428,0,1.4
2024-01-29,5.07,2.6,9.3,0,0,0,6.685714285714286,5.2,8.7
2024-01-30,5.74,3.2,9.4,0.16,0,1.1,2.1714285714285713,0,7.8
2024-01-31,5.94,3.6,7,1.74,0,4.7,0.9857142857142858,0,5.4
2024-02-01,6.3100000000000005,4.9,7.2,1.22,0,5.5,4.185714285714286,0,6.7
2024-02-02,6.36,4.9,7,0.35000000000000003,0,2.6,1.1714285714285715,0,5.4
2024-02-05,9.43,7.7,10.5,0.73,0,4.9,3.2857142857142856,0,7.7
2024-02-06,8.58,4.9,10.6,5.39,0,14.6,1.3714285714285714,0,9.3
2024-02-07,5.88,3.7,8.3,5.89,0,26.5,1.3285714285714285,0,3.8
2024-02-08,5.3,0.9,10.2,8.709999999999999,0.1,21.9,0.09999999999999999,0,0.6
2024-02-09,8.36,2,11.4,5.76,0,11.2,0.24285714285714285,0,1
2024-02-12,7.04,6.4,8,0.52,0,1.5,1.0142857142857142,0.1,2.1
2024-02-13,5.65,4.3,6.5,1.12,0,5.9,4.114285714285714,0.3,7.3
2024-02-14,8.37,6.1,10.9,2.61,0,5.9,0.4,0,2.5
2024-02-15,11.5,10.1,13.3,0.62,0,2.4,1.9428571428571428,0,7.4
2024-02-16,11.61,10.1,12.9,2.73,0.2,6.1,1.3428571428571427,0,5.7
2024-02-19,8.48,7.5,9.9,2.25,0.2,5.8,0.5,0,2.2
2024-02-20,7.720000000000001,6.4,9,0.55,0,2.1,0.9714285714285714,0.2,2
2024-02-21,8.620000000000001,8,9.3,6.43,0,17.9,2.357142857142857,0,7.7
2024-02-22,9.89,9.5,10.4,5.47,0.8,13.2,0.2571428571428571,0,1.4
2024-02-23,6.58,5,8.3,0.15,0,0.7,1.1857142857142857,0.1,2.6
2024-02-26,5.99,2.6,8,2.32,0,9.6,2,0,6
2024-02-27,5.43,3.5,7.9,0.06,0,0.6,1.6857142857142857,0,5.2
2024-02-28,4.35,2.5,5.6,0,0,0,1.7,0,4
2024-02-29,5.82,3.6,7.9,0,0,0,3.814285714285714,1.4,9.2
2024-03-01,7.04,4.4,9,0.22,0,0.8,2.4,0,5.4
2024-03-04,7.68,5.8,9.4,0.27,0,2.7,2.2285714285714286,0,9.3
2024-03-05,6.33,4.6,8.3,1.7,0,7.5,0.7714285714285715,0,4.4
2024-03-06,5.49,3.1,7.3,1.17,0,6.3,3.7714285714285714,0,8.6
2024-03-07,4.35,2.9,5.8,0,0,0,2.557142857142857,0.3,5.7
2024-03-08,4.5,3.1,6.6,0,0,0,10.142857142857142,8.8,10.5
2024-03-11,8.55,6.7,10.4,2.87,0,15.8,3.5142857142857142,0,9.2
2024-03-12,7.6899999999999995,5.8,9.8,2.41,0,12.7,0.5142857142857142,0,1.4
2024-03-13,8.77,7.5,10.4,0.79,0,2.8,1.6857142857142857,0,6.4
2024-03-14,11.49,9.1,12.8,0.01,0,0.1,5.585714285714285,0.1,8.1
2024-03-15,12.09,11,12.8,3.18,0,10.8,2.6142857142857143,0.3,5.3
2024-03-18,7.72,2.3,11.1,1.8299999999999998,0,9.7,2.714285714285714,0,10.7
2024-03-19,8.92,4.2,12.1,0.060000000000000005,0,0.4,5.271428571428571,1,10.9
2024-03-20,11.290000000000001,8.7,13.4,0.53,0,3.3,6.885714285714286,1.8,10.3
2024-03-21,10.01,8.8,11.8,1.87,0,8.3,1.457142857142857,0,3.4
2024-03-22,10.79,9.1,12.3,3.18,0,12.3,2.428571428571429,0,9.3
2024-03-25,6.55,5.1,8.1,0.19,0,1.3,6.942857142857143,2.1,10.1
2024-03-26,8.34,7.3,10,0.07,0,0.5,6.128571428571429,1.6,10.4
2024-03-27,10.15,7.9,13,4.09,0.1,15.1,4.442857142857143,0,8.4
2024-03-28,8.15,6.4,10.2,2.18,0,9.4,3.5285714285714285,1.8,6.1
2024-04-02,10.19,9.3,11.7,1.57,0,5.7,3.2714285714285714,0.6,7.2
2024-04-03,10.09,7.9,11,3.7,1,6.5,0.6,0,2
2024-04-04,11.9,10.6,13.3,5.54,0,15.3,2.342857142857143,1.3,3.9
2024-04-08,18.62,15,21,0.19999999999999998,0,1.4,6.371428571428571,3.8,8.5
2024-04-09,14.21,11.9,18.4,2.63,0,10.5,1.9000000000000001,0.1,8.8
2024-04-10,9.98,8,11.9,0.01,0,0.1,4.414285714285715,1.9,7.8
2024-04-11,11.4,9.7,12.9,0.37,0,2.3,5.014285714285714,0,11.6
2024-04-12,14.27,12.6,16.1,0,0,0,6.371428571428572,0.9,12.3
2024-04-15,10.45,8,13.7,3.77,0.7,9.5,3.557142857142857,1.9,4.3
2024-04-16,6.86,6,7.4,5.12,0.5,10.8,2.1285714285714286,0.3,4.2
2024-04-17,5.88,4.3,7.9,1.9000000000000001,0,7.5,3.557142857142857,1.5,8.2
2024-04-18,6.11,3.6,8.1,2.7600000000000002,0,5.2,5.1,2.2,8.2
2024-04-19,6.22,4.5,7.7,7.49,1.8,12.2,1.342857142857143,0,3
2024-04-22,3.82,1.9,5.4,0.18,0,1.2,5.114285714285714,0.6,8.5
2024-04-23,4.71,2.5,6.5,0.51,0,1.9,5.957142857142857,0,9.6
2024-04-24,5.26,3.3,7.2,2.63,0,7.4,2.5571428571428574,0.5,3.6
2024-04-25,5.96,4.8,7.3,1.13,0,4.6,2.9714285714285715,0.9,5
2024-04-26,8.91,6.8,10.3,0.27,0,1.5,3.857142857142857,0,10
2024-04-29,15.35,13.8,17.4,0.01,0,0.1,10.742857142857144,9.2,12.9
2024-04-30,18.830000000000002,16.6,21.3,0,0,0,11.142857142857142,7.8,13.5
2024-05-02,18.01,14.2,20.9,11.65,0,39.5,9.571428571428571,3.9,13.7
2024-05-03,13.54,11,18.8,1.5,0,7.2,2.1714285714285713,0,8
2024-05-06,13.71,12.4,14.5,8.299999999999999,0,25.5,4.214285714285714,0,10.8
2024-05-07,12.59,10.1,14.7,0.5,0,3.5,1.8285714285714285,0,6
2024-05-08,12.28,10,13.8,0.72,0,6.2,5.757142857142857,0,13.4
2024-05-10,15.25,13.4,17.3,0,0,0,12.17142857142857,10.8,14
2024-05-13,18.39,16.8,20.2,0.36,0,1.9,12.628571428571428,9.2,15.1
2024-05-14,19.52,17.5,21.3,0,0,0,13.742857142857144,11.9,15.2
2024-05-15,18.39,15.2,21,1.78,0,9.4,10.485714285714286,4.4,15
2024-05-16,17.85,15.4,21.2,8.61,0,29.5,7.4714285714285715,3.7,12.5
2024-05-17,15.79,11.2,20.4,4.04,0,29.6,4.171428571428572,0,11
2024-05-21,16.93,14.2,21.5,8.48,0,21.7,5.714285714285714,0.1,11.5
2024-05-22,16.16,14.7,20.3,3.94,0,28.4,2.7285714285714286,0,5.3
2024-05-23,16.21,13,19,6.33,0,16.8,8.857142857142858,4.6,11
2024-05-24,15.62,13,19.2,10.76,0,32.6,5.328571428571428,0.2,11.7
2024-05-25,15.83,14,18.7,1.25,0,6.5,4.857142857142857,3.5,9.1
2024-05-27,17.27,15.3,20,9.33,0,30.5,5.414285714285715,3.2,8.1
2024-05-28,14.8,13.8,16.5,3.68,0,11,4.5285714285714285,1.4,7.6
2024-05-29,15.58,14.5,17.6,8.89,0,21.1,4.114285714285715,0.9,9.8
2024-05-30,15.58,14.7,16.9,7.21,0,16.6,5.314285714285714,3.6,8.7
2024-05-31,15.05,10.9,18.2,12.65,0,66.9,2.3714285714285714,0,5.7
2024-06-03,13.96,12.8,15.6,1.56,0,14,0.38571428571428573,0,0.8
2024-06-04,16.31,15.6,17.3,0.79,0,2.7,5.685714285714285,0.9,9.7
2024-06-05,16.07,14,19,1.1,0,4.8,5.514285714285714,0.8,8.7
2024-06-06,15.870000000000001,12.3,19.8,0.39,0,2.2,9.542857142857143,6.3,11.8
2024-06-07,16.05,12.6,18.5,0.27,0,2.6,9.985714285714286,6.3,13.8
2024-06-10,14.33,11,17.2,4.28,0,16.1,4.414285714285714,0.8,8.7
2024-06-11,12.74,11.1,13.9,1.06,0,7.2,4.985714285714286,0,7.8
2024-06-12,12.94,10.8,14.1,0.8,0,3.9,6.142857142857142,2.7,11.4
2024-06-13,13.95,11.8,15.6,0.07,0,0.4,7.171428571428572,2.8,11.3
2024-06-14,15.79,14.5,16.9,3.05,0,10.1,1.957142857142857,0.3,4.1
2024-06-17,18.21,16.2,20.1,3.26,0,26.9,5.300000000000001,3.4,7.9
2024-06-18,19.77,15.8,22.8,11.620000000000001,0,42,7.357142857142857,0.8,14.1
2024-06-19,17.83,15.2,24.1,1.84,0,9.2,6.885714285714285,0.1,14.7
2024-06-20,18.41,15.7,21.7,0.19,0,1.9,6.728571428571429,2.8,13.3
2024-06-21,19.62,17.5,22.3,7.83,0.3,28.3,2.1,0.2,7.5
2024-06-24,20.18,18.5,21.4,0,0,0,13.314285714285715,11.5,14.4
2024-06-25,21.99,21.2,23,0,0,0,15.485714285714286,15.2,16
2024-06-26,23.11,20.2,25.1,1.94,0,9.1,12.928571428571429,7.4,15.7
2024-06-27,23.3,20.8,25,12.7,0,33.3,9.028571428571428,6.5,13.5
2024-06-28,21.64,19.3,24.5,1.92,0,11.7,10.885714285714286,8.8,14
2024-07-01,16.44,14.7,17.6,6.41,0.3,22.4,3.1285714285714286,1.5,5.1
2024-07-02,15.03,13.9,16,4.42,0.3,11.6,0.9142857142857143,0,2.5
2024-07-03,14.09,13.3,15.4,5.55,0,16.8,2.585714285714286,1.4,5.4
2024-07-04,15.54,13.9,16.9,2.38,0,5.2,5.014285714285714,2.4,7.6
2024-07-05,17,14.8,19.9,0.33,0,2.2,5.5285714285714285,0.2,10.8
2024-07-08,19.16,17.6,21,0.03,0,0.3,9.82857142857143,6,14.4
2024-07-09,24,23.1,25.8,2.08,0,6.7,13.014285714285714,8.8,15.3
2024-07-10,22.28,20.6,25.8,5.6,0,15.9,5.771428571428571,3.9,8.2
2024-07-11,21.400000000000002,19.3,22.9,1.32,0,4.9,8.342857142857143,6,11.5
2024-07-12,19.62,16,22.1,7.4799999999999995,0.2,32.3,4.114285714285714,0,7
2024-07-16,20.6,18.9,23.3,2.63,0,9.5,5.2,2.4,7.8
2024-07-17,19.34,16.7,21.1,0.7,0,6.3,4.985714285714286,0.6,9.6
2024-07-18,20.78,17.8,22.3,0,0,0,12.214285714285714,9.6,13.6
2024-07-19,22.74,21,24,0.6900000000000001,0,6.9,10.614285714285714,6.8,13.4
2024-07-22,20.85,18.2,22.7,0.77,0,3.6,6.457142857142857,4.5,9
2024-07-23,20.009999999999998,18.9,20.8,4.11,0.3,13.4,4.785714285714286,2.4,6.8
2024-07-24,18.42,17,19.6,0.16,0,1.6,7.4,4,11.8
2024-07-25,18.92,17.5,20.7,1.27,0,6.4,9.642857142857142,3.1,12.5
2024-07-26,20.22,17.8,22.1,4.36,0,20,4.171428571428572,0.1,14.1
2024-07-29,19.4,17.5,21.4,0,0,0,14.442857142857143,14,15
2024-07-30,22.39,20.8,24,0,0,0,13.657142857142857,12.6,14.5
2024-07-31,23.08,20.2,25.3,1.08,0,5,10.128571428571428,1.8,14.3
2024-08-01,21.18,18.6,24.2,9.950000000000001,0,45.7,7.357142857142857,0.2,12.2
2024-08-02,19.82,16.9,22.8,3.5999999999999996,0,21.7,5.885714285714286,1.1,11
2024-08-05,19.51,17.6,20.8,0,0,0,8.042857142857143,4.8,10.9
2024-08-06,21.81,19.6,23,0,0,0,13.257142857142856,12,14.5
2024-08-07,21.38,19.3,22.9,4.08,0,15,5.8,2.9,8.3
2024-08-08,19.57,17.9,20.7,0.6,0,4.8,5.4714285714285715,2.4,8.6
2024-08-09,20.81,18.4,22.1,0.47000000000000003,0,2.2,6.042857142857143,2.1,12.6
2024-08-12,23.39,18.4,25.9,0,0,0,13.371428571428572,11,14.3
2024-08-13,25.16,23,26.8,6.390000000000001,0,20.6,10.857142857142858,7.6,13.8
2024-08-14,22.71,19.7,25.1,3.24,0,22.8,5.1,0.2,11.2
2024-08-15,22.35,20.5,24.1,0.01,0,0.1,8.214285714285714,2.1,13.1
2024-08-16,22.73,19.6,24.7,1.55,0,7.7,6.414285714285715,1.2,11.5
2024-08-17,21.63,17.7,24.3,3.9,0,14.2,4.771428571428571,0.6,12
2024-08-19,17.9,15.7,19.4,0.5700000000000001,0,5.7,6.8428571428571425,0,12
2024-08-20,19.58,17.3,21,2.24,0,12.4,7.5285714285714285,1,11.4
2024-08-21,17.86,16,20.5,0.31,0,2.2,7.085714285714285,4.6,8.5
2024-08-22,18,16.5,19.2,0.01,0,0.1,8.757142857142858,2.9,12.3
2024-08-23,21.09,19.8,23.8,0.23,0,1.3,8.271428571428572,4.6,12.5
2024-08-26,16.87,14.6,19,0.06,0,0.6,8.6,0,11.7
2024-08-27,19.23,18.3,20.7,0,0,0,11.9,6.3,13.2
2024-08-28,22.32,21.3,23.5,0,0,0,12.642857142857142,11.5,13.1
2024-08-29,24.37,22.9,27,0.53,0,2.8,11.17142857142857,8.1,12.9
2024-08-30,21.38,16.6,24.4,0.38,0,2.7,6.414285714285714,1.2,12.7
2024-08-31,20.6,15.3,23.9,0,0,0,10.3,6,11.9
2024-09-02,21.47,19.1,23.8,0.78,0,4.7,9.271428571428572,4.9,11.5
2024-09-03,22.63,21.3,24.8,1.61,0,7.9,8.442857142857143,4,11.4
2024-09-04,21.86,18,26.7,11.29,0,37.9,5.3428571428571425,0,12.1
2024-09-05,23.68,22,25.8,0.73,0,3.7,10.457142857142857,6.6,12.1
2024-09-06,21.47,19.4,23.7,0,0,0,6.7,1.4,11.9
2024-09-07,21.78,20.6,24,0.04,0,0.2,9.8,6.8,12.4
2024-09-09,16.81,15.4,18.7,5.55,0,18.7,1.4714285714285715,0.7,3
2024-09-10,15.49,14.3,16.8,6.18,0,18.7,2.2142857142857144,1.3,3.5
2024-09-11,12.66,10.8,14.8,4.11,0.1,9.1,3.785714285714286,0,6.2
2024-09-12,10.38,9.2,12.1,2.42,0,9.6,4.428571428571429,0,9.6
2024-09-13,10.33,7.9,12.4,9.1,0,47.2,3.5714285714285716,0,7.4
2024-09-16,13.81,8.7,17.1,6.43,0,41.3,2.6285714285714286,0,9
2024-09-17,15.98,11.8,19.3,0.1,0,1,4.928571428571429,1.8,7.8
2024-09-18,17.46,14.7,19.6,0,0,0,9.314285714285715,6.6,11.1
2024-09-19,17.41,15.5,19.5,0.27999999999999997,0,2.8,8.914285714285715,4.4,11.5
2024-09-20,16.85,14.4,18,0,0,0,11.157142857142857,10.5,11.8
2024-09-23,16.71,15.4,18,6.35,0,21.5,4.428571428571429,1.1,8.5
2024-09-24,15.13,14.4,16,4.2,0,12.2,2.357142857142857,0,8.4
2024-09-25,15.3,13.7,16.7,10.200000000000001,0.2,19.1,2.1999999999999997,0,8.6
2024-09-26,15.77,15.2,16.9,11.65,0.5,50.7,1,0,3
2024-09-27,14.35,13,16.9,2.87,0.1,7.6,4.0285714285714285,0.8,5.9
2024-09-30,11.38,9.9,12.8,5.89,0,21.7,4.857142857142857,1.7,9.1
2024-10-01,12.44,9.3,14,5.9,0.9,14.7,1.3714285714285714,0,3.7
2024-10-02,10.75,9.9,11.8,2.62,0,11.1,1.3714285714285714,0,3.1
2024-10-04,9.67,8,11.7,1.6300000000000001,0,8.3,4.142857142857143,0,9.5
2024-10-07,13.61,10.7,16.1,4.04,0,20,3.742857142857143,0.8,8
2024-10-08,15.3,14.1,16.9,4.92,0.2,12.2,3.1142857142857143,0,7.9
2024-10-09,14.870000000000001,13.9,16.6,12.32,0,32.9,3.5571428571428574,0,9
2024-10-10,13.43,11.4,15.3,3.58,0.6,9.3,0.9,0.2,1.7
2024-10-11,9.06,7.6,10.3,0.2,0,0.9,4.671428571428572,1.1,8.4
2024-10-14,8.98,6.9,12.4,3.29,0,11.6,1.2142857142857144,0.1,3.4
2024-10-15,9.74,7.6,13.1,0.01,0,0.1,5.3,0,9.7
2024-10-16,12.120000000000001,9.6,16.1,0.39999999999999997,0,2.8,6.414285714285715,2.7,10
2024-10-17,14.04,12,17,0.06999999999999999,0,0.7,4.414285714285715,0.5,9.4
2024-10-18,13.51,12,15.2,1.0999999999999999,0,3.5,4.9714285714285715,1.7,8.6
2024-10-21,14.52,12.6,16.6,1.51,0,6.3,2.814285714285714,0,9.7
2024-10-22,12.74,11.3,14.6,0.4,0,2.1,4.228571428571429,1.2,8.1
2024-10-23,9.73,8.5,11.5,0.57,0,5.5,3.857142857142857,0,9.1
2024-10-24,10.8,9.7,11.7,0.03,0,0.3,3.6142857142857143,0,8.1
2024-10-25,12.629999999999999,11.1,15,0.01,0,0.1,5.871428571428571,1,9.3
2024-10-28,12.13,10.5,14.5,1.16,0,4.3,2.3,0.4,6
2024-10-29,12.68,10.9,13.6,0.61,0,2.4,2.2142857142857144,0,9.1
2024-10-30,12.129999999999999,10.7,13.8,0.09,0,0.5,0.8142857142857143,0,4.6
2024-10-31,11.309999999999999,10.1,12.2,0,0,0,1.0285714285714287,0,5.9
2024-11-01,10.38,8.8,12.3,0.29,0,0.8,2.342857142857143,0,8.9
2024-11-04,6.84,2.6,9.5,0.02,0,0.2,3.571428571428571,0,8.6
2024-11-05,5.88,2.9,7.4,0.01,0,0.1,3.4,0,8.4
2024-11-06,5.91,4,6.9,0.02,0,0.1,0.41428571428571426,0,2.9
2024-11-07,5.74,4.6,6.8,0.01,0,0.1,0,0,0
2024-11-08,5.71,4.7,6.7,0.01,0,0.1,0.21428571428571427,0,1.5
2024-11-11,5.88,2.2,9.7,3.92,0,8.7,0.6714285714285715,0,1.8
2024-11-12,5.76,2.3,8.5,0.02,0,0.2,0.7142857142857143,0,1.9
2024-11-13,5.08,1.2,7.9,2.33,0.1,5.2,0,0,0
2024-11-14,6.67,3.6,9.6,0.57,0,1.5,0.6142857142857143,0,4.2
2024-11-15,7.4,4.7,9.2,0.01,0,0.1,0.014285714285714287,0,0.1
2024-11-18,5.07,3.1,6.9,5.65,0,12.5,2.1714285714285717,0,4.7
2024-11-19,6.23,1.9,9.8,12.05,2.2,25.5,0.18571428571428572,0,1
2024-11-20,2.28,1.4,3.6,2.55,0,6.3,1.1142857142857143,0,5
2024-11-21,0.91,0.4,1.4,0.89,0,6.3,0.9714285714285714,0,3.9
2024-11-22,0.85,-0.6,1.8,2.4899999999999998,0.1,18.9,2.1,0.4,5.5
2024-11-25,11.72,7.5,14.4,4.11,0.6,13.6,2.757142857142857,0,8.2
2024-11-26,8.29,7.1,9.4,2.52,0,9.4,3.2142857142857144,0.9,5.2
2024-11-27,7.2,5.7,8.9,6.53,0.2,26.1,2.1857142857142855,0,6.2
2024-11-28,6.48,5.8,7.5,2.08,0,9.1,1.2285714285714284,0,4.1
2024-11-29,3.38,1.7,4.8,0,0,0,4.057142857142857,0.1,7.2
2024-12-02,4.62,1.4,8,2.77,0,7,0.3,0,1.2
2024-12-03,5.43,4,6.3,1.34,0,4.4,1.0142857142857142,0.1,2.5
2024-12-04,3.2,0.3,4.7,0.57,0,2.8,0.4857142857142857,0,1.7
2024-12-05,2.61,0.2,4.8,9.74,2.9,21.4,2.6,0,6.5
2024-12-06,6.31,4.3,7.5,2.94,0.3,12.5,0.08571428571428572,0,0.4
2024-12-09,3.94,1.6,5.6,1.51,0,5.2,0.07142857142857142,0,0.5
2024-12-10,3.63,1.1,5.5,0.04,0,0.3,0,0,0
2024-12-11,2.28,0.6,3.3,0,0,0,0,0,0
2024-12-12,1.78,0.5,3.3,0,0,0,0,0,0
2024-12-13,0.66,-0.3,1.5,0,0,0,0,0,0
2024-12-16,8.879999999999999,6.5,10.3,0.6900000000000001,0,3.1,0.5428571428571428,0,3.8
2024-12-17,7.57,4.5,9.4,0.09,0,0.7,0.8571428571428571,0,5.1
2024-12-18,8.5,5,10.3,1.12,0,4.7,0.5142857142857142,0,1.2
2024-12-19,8.96,7.5,10.8,4.58,1.4,8.6,0.21428571428571427,0,0.7
2024-12-20,3.94,1.8,5.5,0.6,0,3.9,1.2571428571428571,0,3.2
2024-12-23,3.2,1.2,4.7,0.69,0,2.3,1.8,0,4.2
2024-12-27,0.42000000000000004,-3.3,3.6,0,0,0,3.928571428571429,0,7.9
2025-01-07,4.71,3.7,6.2,1.6,0,7.5,1.3,0.2,3
2025-01-08,2.43,1.6,3.4,5.6899999999999995,0,13.2,1.9000000000000001,0,5.7
2025-01-09,3.58,0.4,8.1,5.87,2.2,12.5,0.7428571428571429,0,3.8
2025-01-10,1.02,0.3,2,1.03,0,4,1.7428571428571429,0.4,4.9
2025-01-13,-2.36,-3.8,-1,0,0,0,6.3,5,7.4
2025-01-14,-1.09,-3.3,1.1,0.44,0,1.9,2.0142857142857142,0,5.5
2025-01-15,2.4699999999999998,-0.4,5.3,0.47,0,3.5,0,0,0
2025-01-16,2.22,0.7,3.6,0,0,0,1.1714285714285713,0,8.2
2025-01-17,-0.019999999999999997,-0.5,0.5,0,0,0,0.17142857142857143,0,0.9
2025-01-20,-0.5700000000000001,-2.2,2.3,0,0,0,2.8285714285714283,0,7.6
2025-01-21,-0.73,-2.1,0.8,0,0,0,4.514285714285714,0,7.7
2025-01-22,0.45999999999999996,-0.8,4.1,3.94,0,11.3,3.333333333333333,1,5.5
2025-01-23,3.74,1.5,5,1.61,0.3,4.2,0.7166666666666667,0,2
2025-01-24,6.73,5.6,7.8,2.86,0,12.5,1.9333333333333333,0,5.8
2025-01-27,8.26,6.6,10.2,3.21,0,11.2,1.5,0.3,3.2
2025-01-28,6.75,4.1,8.5,4.04,0,15,1.55,0,3.6
2025-01-29,6.43,5,7.8,1.6099999999999999,0.1,3.9,1.3499999999999999,0,4.6
2025-01-30,5.14,3.2,6.9,2.58,0,6,2.0166666666666666,0,5
2025-01-31,3.14,2.1,4.6,0.01,0,0.1,3.2,0,6.6
2025-02-03,-0.63,-3.1,1.2,0,0,0,5.316666666666666,0,8.7
2025-02-04,-0.54,-2.9,0.3,0.01,0,0.1,3.3833333333333333,0,9
2025-02-05,1.25,-1.1,3.8,0.04,0,0.3,1.5166666666666668,0,7.4
2025-02-06,2.79,0.4,4.5,0.02,0,0.2,1.1166666666666667,0,3.5
2025-02-07,2.55,1.2,3.8,0,0,0,1.4166666666666665,0,4.8
2025-02-10,2.13,0.3,4,1.82,0,6.6,2.466666666666667,0,4.1
2025-02-11,2.61,-0.4,5.3,2.09,0,8.2,1.3499999999999999,0,7.3
2025-02-12,2.63,-2.7,7,3.18,0,16.6,1.5999999999999999,0,5.6
2025-02-14,-0.19999999999999998,-1.9,1.2,0.28,0,1.8,0.18333333333333335,0,1.1
2025-02-17,-2.73,-5.6,-0.8,0,0,0,8.316666666666666,6.3,9.7
2025-02-18,-2.75,-5.4,-0.8,0,0,0,8.733333333333333,6.9,9.7
2025-02-19,-1.17,-3.9,2.3,0,0,0,9.083333333333334,7.7,9.8
2025-02-20,2.79,-0.8,7.7,0.15,0,0.7,4.383333333333333,0,9
